ndvi,evi,b1mean,b2mean,b3mean,b4mean,LST,b1sr,b2sr,b3sr,b4sr,b5sr,b6sr,b7sr
0.840455229,0.673195125,8.267152283,30.86295049,21.49292578,2585.917571,301.1757477,0.052501579,0.442382319,0.029767409,0.067169428,0.38179956,0.236935503,0.108572599
0.756839714,0.585671829,5.335778048,31.9241321,21.73820055,2627.997223,301.9521182,0.068072914,0.444742244,0.037305758,0.079736957,0.410668684,0.265962515,0.127232785
0.784263548,0.593594241,5.687970325,31.72857478,21.77422841,2632.109387,302.1898678,0.053116928,0.429179334,0.02845461,0.068205803,0.385275945,0.241155468,0.105857563
0.763219533,0.638354378,5.978855782,30.45531992,20.88154748,2490.976563,301.8132541,0.063922033,0.447690005,0.032401702,0.076920039,0.401719869,0.263038716,0.132598808
0.796373526,0.64398962,5.852269886,30.46360705,21.08471816,2527.649812,302.9222917,0.067128931,0.4411068,0.0346534,0.079506254,0.39650929,0.264468215,0.135465665
0.834181148,0.657398598,7.323070088,30.85121807,21.57940465,2607.638517,302.831484,0.047724481,0.414482502,0.024941442,0.063316209,0.370738744,0.234195608,0.106007209
0.822640408,0.660204116,6.616921381,30.79536285,21.50699976,2597.555966,302.728715,0.0588377,0.442480885,0.030364224,0.073306414,0.394750609,0.25674373,0.125104554
0.807888333,0.629547911,6.215762535,31.07318899,21.54243463,2595.447519,302.354456,0.052436317,0.428638354,0.030101588,0.065817116,0.376127318,0.231926211,0.104237344
0.79108406,0.608164358,6.230513002,31.30433649,21.51635773,2593.408422,301.3798837,0.054783284,0.407994874,0.031574963,0.067152006,0.371207504,0.228479792,0.104034844
0.772109188,0.632034162,5.301508118,30.43990746,20.96045207,2505.019452,302.3568546,0.06591245,0.434163085,0.033934615,0.078098335,0.392373354,0.2626864,0.134479183
0.804868528,0.62505579,5.054606599,30.46369117,20.51381618,2445.519421,301.878,0.085156189,0.415882736,0.055720114,0.09582614,0.4001807,0.278572801,0.152092101
0.775809261,0.598601321,5.920520862,30.56710909,21.01373455,2521.348355,303.5353162,0.093805504,0.428574534,0.055088526,0.102270709,0.408982323,0.29746819,0.171959865
0.771231014,0.58122553,8.574544636,30.90725058,21.32105739,2561.906003,303.4247901,0.067875587,0.400757238,0.04095146,0.077320698,0.365900984,0.24389219,0.125035302
0.775407147,0.608173927,4.677554179,30.30864029,20.49380803,2438.32941,303.1261842,0.076604318,0.427558012,0.041489438,0.087774558,0.395745786,0.276471852,0.150065245
0.78512442,0.598141576,7.301290224,30.89904391,21.45558551,2582.053903,303.2710574,0.065481195,0.403948396,0.03872498,0.075144467,0.371510024,0.24652899,0.125006175
0.633120332,0.432221355,1.065318622,31.94484051,21.32970583,2564.957336,305.676875,0.102951613,0.326155108,0.076280914,0.106263172,0.347190323,0.269680376,0.160973387
0.76817734,0.576970466,6.203492699,31.05893361,21.26849669,2555.674371,302.3037595,0.084145908,0.404127384,0.055208315,0.093099826,0.37554889,0.261411689,0.144523139
0.822061685,0.65274487,7.431567782,30.48908469,21.28523955,2558.78549,302.3467601,0.044125623,0.403010529,0.024538339,0.059049367,0.354128471,0.222861086,0.101083765
0.791392977,0.64084257,8.043369742,30.96915796,21.57172105,2600.829452,301.9490719,0.067773975,0.426051861,0.038002082,0.080339968,0.393761483,0.263998738,0.135314038
0.803844466,0.648193574,6.493777481,30.64776007,21.38140303,2575.57114,303.0431733,0.061168087,0.427609951,0.032393197,0.074826567,0.385548241,0.256601649,0.129394599
0.804811298,0.625173987,7.114833947,31.07780589,21.44853838,2582.996893,301.9639478,0.075667332,0.432261366,0.043315719,0.087074345,0.39298287,0.268597682,0.142781177
0.747174286,0.602885433,5.348492922,30.41478316,20.45431094,2429.385188,302.3916058,0.074144955,0.444493964,0.037478739,0.085384144,0.408936396,0.279383423,0.151166216
0.834147313,0.663631498,7.476554419,30.85559067,21.55922814,2604.420704,301.8165135,0.049696938,0.425712673,0.025538442,0.065525832,0.380734673,0.23914967,0.108512924
0.747802427,0.546298846,7.189845703,31.13222113,21.21438443,2551.869625,302.6157377,0.078667852,0.380915809,0.04291112,0.086107943,0.37418941,0.264097731,0.142843343
0.802487789,0.626128456,6.392276694,30.98191629,21.47971298,2592.522003,302.033888,0.071845868,0.423570909,0.038656894,0.082994145,0.391978509,0.270049128,0.143180295
0.805310887,0.630895912,2.789927107,30.62221488,19.91199794,2347.243531,301.664723,0.058168812,0.422583868,0.031027178,0.070140448,0.404287441,0.27060669,0.135684579
0.781929622,0.652581382,4.258766915,30.41891192,19.96162659,2360.596746,302.1560094,0.062513487,0.439903618,0.032490251,0.0760686,0.417911005,0.284453768,0.143457775
0.860966425,0.689352435,3.267049941,29.84522971,18.8951476,2209.684627,301.6176604,0.048541525,0.425727633,0.026676379,0.062121364,0.381441525,0.243656469,0.117221063
0.839836247,0.671478273,2.503481803,30.60981303,19.63406317,2310.812013,300.6699422,0.046108197,0.428648087,0.024524112,0.061200751,0.393535178,0.242084495,0.108001639
0.844373451,0.67072433,0.77194354,30.00616908,19.38880211,2289.229877,302.9853643,0.047898784,0.423347994,0.025804711,0.059389088,0.381779164,0.246411626,0.120909939
0.850972482,0.698633579,4.082534594,30.64788931,20.44509515,2425.521499,300.5504412,0.042165176,0.437250479,0.021513419,0.05895016,0.392798562,0.237147923,0.104508626
0.878338897,0.749180437,1.224862745,29.75506722,19.16859666,2251.571295,299.4647143,0.038904214,0.476605752,0.022157289,0.05506697,0.394023007,0.223184624,0.091170387
0.880281879,0.685795816,1.240480949,30.04210531,18.83210942,2222.279755,301.735104,0.035929412,0.420360988,0.01997634,0.049920436,0.362322431,0.217834274,0.093956937
0.746096806,0.61984932,1.861391471,30.53658673,19.85230735,2352.966315,302.4783772,0.063441352,0.410017112,0.033127301,0.073461771,0.397792235,0.273907929,0.13938182
0.796010039,0.668524061,4.352547346,30.2652578,20.23821215,2399.988753,302.2169007,0.051525575,0.436072345,0.027638644,0.066071047,0.392419383,0.252500954,0.118617474
0.866002568,0.709406474,1.92796453,30.62084088,19.30582871,2288.692544,301.3885147,0.035574542,0.415209442,0.019904955,0.050036695,0.36349563,0.217890207,0.094153121
0.806599619,0.652108469,4.285912411,30.56817171,19.67149772,2334.703146,301.1111984,0.051895108,0.431284241,0.028606304,0.067398311,0.399918306,0.256902622,0.11881122
0.787232804,0.652917508,2.172622658,30.75603903,19.48355254,2308.490128,302.0064629,0.0625413,0.431288638,0.034146687,0.073985449,0.407454985,0.272749536,0.140975325
0.854241559,0.67718677,2.831597828,29.62467338,18.84753277,2208.657613,302.8452482,0.050095641,0.397950916,0.028263553,0.062368681,0.372723883,0.256251703,0.133126081
0.874231846,0.723745613,1.912677169,30.32249746,19.22714036,2277.765169,301.4349134,0.035200506,0.421940352,0.019990615,0.049932362,0.362832727,0.219547451,0.09576517
