Yield
3.193904250000001
3.2015035
3.3380209999999995
3.2055385000000016
2.731896749999999
3.0844884999999995
3.1546302500000003
2.9351934999999996
3.024568749999999
2.355162249999999
2.894776250000001
3.0608165
2.8209357499999994
3.1243005
2.55207025
2.477153749999999
2.72544075
3.161489750000001
3.0863042500000004
3.1842875000000004
2.4624932499999996
3.106210250000001
2.643395749999999
2.9307549999999996
2.6314925
3.242996750000001
3.664856000000002
3.6779024999999996
3.7646550000000003
3.8413200000000027
4.02645925
3.6597449999999987
4.207227249999998
4.163649249999999
4.0947179999999985
3.9871852499999987
3.9464317499999986
2.365518749999999
4.037219249999998
3.98624375
4.1300915
4.140918749999998
3.545218249999997
3.947911249999998
3.5822730000000003
3.79592625
3.3360707500000024
3.68899875
3.7362754999999988
3.913748249999999
3.777096250000002
3.2501924999999994
3.882208000000001
3.711258499999998
3.7752805000000014
3.623766250000001
3.2397687500000014
3.692294
3.240105
3.653490749999998
3.762637499999998
3.8515420000000002
3.7651929999999987
2.5288017499999995
3.650598999999998
3.5433352499999984
3.965530750000001
4.09330575
3.982679499999999
3.83372075
3.917715999999999
3.715360750000002
3.532239
4.193104749999999
3.82914775
3.8273319999999997
4.126997999999999
3.9198007499999994
4.006149749999999
3.6624350000000003
3.9339232500000008
3.5648552500000017
3.5232275
3.4267237500000016
3.735670250000002
3.766807000000002
3.9869834999999973
3.67622125
3.966001499999999
3.780929500000003
4.19028025
3.8259197499999984
4.124644249999998
3.4064142499999988
4.066674749999998
3.7119982499999993
3.583483499999998
3.6582655000000015
3.7892012499999996
3.2344560000000007
3.49088025
3.6204037499999995
3.6797855000000004
3.7245067499999998
3.8672785000000003
3.84649825
2.941245999999999
3.600430500000001
3.8041980000000013
3.6991535
3.563039499999998
3.3992184999999995
2.7641095
3.5220842499999994
3.381868
3.59848025
3.2553707499999986
3.712334499999999
3.170904750000001
3.86828725
3.6345262499999995
3.8855032500000015
3.4435362499999984
3.4731262500000004
3.3193255000000015
3.3506639999999983
3.5173094999999988
3.4855674999999997
3.908301000000002
3.8124024999999984
3.7661345
3.2627010000000003
3.476219750000001
3.4386269999999985
3.5158972499999983
3.557188749999999
3.529750749999999
3.4284722500000004
3.1629019999999985
3.6639817499999996
2.9322345000000003
3.6975394999999986
3.32988375
2.8552332500000017
3.8141510000000007
3.4405772500000023
3.910654750000001
3.517780249999999
2.963236749999999
3.54158675
3.3375502499999987
4.0102519999999995
3.5091722499999984
3.793841500000002
3.5910827499999995
3.3943764999999995
3.739638
3.314550750000001
3.43492825
3.578776000000001
3.3661315000000003
3.516099000000001
3.1968632500000007
3.8906142500000005
3.6894695
3.852954249999999
3.6191932500000004
3.987050749999998
3.3250417500000005
3.816302999999999
3.7354012500000007
3.5283384999999985
3.813007750000001
3.7141502500000008
3.6261872499999996
3.084892
3.75813175
3.6332484999999997
3.901306999999999
4.088530999999998
3.8651937500000004
3.7119982499999993
3.873734499999999
3.847103500000001
3.8181859999999994
3.8267267500000006
3.8708427499999987
4.243138749999999
3.8569892500000003
3.129545999999998
4.161631749999995
3.8420597500000007
3.8940440000000014
